patient,exercise,rep,step_index,step_name,chosen_overlay_keys,mae_Right_Shoulder,mae_Left_Shoulder,mae_Right_Elbow,mae_Left_Elbow,mae_Right_Wrist,mae_Left_Wrist
TOLFB05,ClaspAndSpread,1,1,ClaspandSpread_S1,LWrist,0.036450296074654005,0.031404239128604426,0.04456595597009548,0.09666360762391518,0.1826045868775294,0.2984034829177513
TOLFB05,ClaspAndSpread,1,2,ClaspandSpread_S2,,0.0344447542560285,0.04716051123818565,0.19630326205569615,0.1570532308125464,0.15101853996163506,0.1339900767682769
TOLFB05,ClaspAndSpread,1,3,ClaspandSpread_S3,,0.019886339364108663,0.014978597710495785,0.05127575842721522,0.08122682257626579,0.03241762226524263,0.0561404160600211
TOLFB05,ClaspAndSpread,1,4,ClaspandSpread_S4,,0.03447733218238397,0.008018987607753183,0.034987663153692054,0.08431372577120252,0.021155961932120278,0.07132132170638186
TOLFB05,ClaspAndSpread,1,5,ClaspandSpread_S5,,0.021595302481909287,0.01184052143797468,0.11343768868597048,0.060626300345274255,0.13728049287252111,0.04886918754762659
TOLFB05,ClaspAndSpread,2,1,ClaspandSpread_S1,,0.026754312862130827,0.019472054160970458,0.07645000843719513,0.07424964619496022,0.1763491628456751,0.12946196808115504
TOLFB05,ClaspAndSpread,2,2,ClaspandSpread_S2,,0.020235351934018996,0.017514851673786927,0.08384616714915613,0.055630749363180285,0.048351272138312223,0.06545011587823313
TOLFB05,ClaspAndSpread,2,3,ClaspandSpread_S3,,0.017664397988660357,0.005038993971202528,0.03315064335411397,0.035552066236761604,0.026765130723312262,0.042311207213924035
TOLFB05,ClaspAndSpread,2,4,ClaspandSpread_S4,,0.023436645643829114,0.016884223279588613,0.09661140107473629,0.06849769945448311,0.12068673413839666,0.09732923988502112
TOLFB05,ClaspAndSpread,2,5,ClaspandSpread_S5,,0.017375471874463744,0.006197671596097362,0.10424676962955695,0.09058303167278178,0.15475429734150112,0.12415481848631854
