patient,exercise,rep,step_index,step_name,chosen_overlay_keys,mae_Right_Shoulder,mae_Left_Shoulder,mae_Right_Elbow,mae_Left_Elbow,mae_Right_Wrist,mae_Left_Wrist
TOLFB12,HorizontalPumping,1,1,HorizontalPumping_S1,,0.04454467650612673,0.0497983443107808,0.051685704890832324,0.06040431099503075,0.05016391403582681,0.015626378767901787
TOLFB12,HorizontalPumping,1,2,HorizontalPumping_S2,RWrist,0.04174806919390546,0.029612899557338288,0.19674441431674752,0.11597653922475126,0.20336006224488812,0.1224305244987251
TOLFB12,HorizontalPumping,1,3,HorizontalPumping_S3,RElbow,0.03833851465895523,0.022501712273818406,0.20951448377356968,0.08572813174707714,0.17539063302555968,0.07405258780901738
TOLFB12,HorizontalPumping,1,4,HorizontalPumping_S4,RElbow,0.03258076024347015,0.024844601032276106,0.3034395030535262,0.07198824078675374,0.1107176930864428,0.0781745591777363
TOLFB12,HorizontalPumping,1,5,HorizontalPumping_S5,RElbow+RWrist,0.019824100016115193,0.024865981514460768,0.2539042857349326,0.13317855137316179,0.27572976921556375,0.19130641336170345
TOLFB12,HorizontalPumping,2,1,HorizontalPumping_S1,RElbow+RWrist,0.025614909663868153,0.02616332856411689,0.2430083086092662,0.10899462453737566,0.2635123700604478,0.1726947635464552
TOLFB12,HorizontalPumping,2,2,HorizontalPumping_S2,RElbow,0.0384306595346393,0.029466966966853206,0.21600151971442788,0.12048002059148012,0.14233521503849503,0.10960663614116917
TOLFB12,HorizontalPumping,2,3,HorizontalPumping_S3,,0.02772406074583332,0.020983023818781067,0.19000957458345774,0.13310860736038563,0.1050826560692786,0.07188303499738806
TOLFB12,HorizontalPumping,2,4,HorizontalPumping_S4,,0.024645433645149265,0.02071549790671639,0.19863852391013687,0.10448777288737562,0.19355521940708958,0.09918770955995025
TOLFB12,HorizontalPumping,2,5,HorizontalPumping_S5,,0.024568415395227045,0.02306937571340945,0.14453691936751262,0.10033624875254363,0.15687457356427675,0.10163068834631839
