patient,exercise,joint,mae_x,rmse_x,corr_x,mae_y,rmse_y,corr_y
TOLFB13,ClaspAndSpread,Right_Shoulder,0.033507,0.040689,0.832604,0.007856,0.010263,0.033659
TOLFB13,ClaspAndSpread,Left_Shoulder,0.065588,0.070396,0.816983,0.008026,0.010514,0.026387
TOLFB13,ClaspAndSpread,Right_Elbow,0.143853,0.186535,0.859011,0.105739,0.127234,0.98051
TOLFB13,ClaspAndSpread,Left_Elbow,0.172109,0.216951,0.874171,0.074017,0.108607,0.969362
TOLFB13,ClaspAndSpread,Right_Wrist,0.229871,0.265827,0.924163,0.097901,0.14169,0.978303
TOLFB13,ClaspAndSpread,Left_Wrist,0.250659,0.292631,0.902775,0.080573,0.125401,0.978013
TOLFB13,DeepBreathing,Right_Shoulder,0.089589,0.09266,-0.085418,0.013593,0.015874,0.18888
TOLFB13,DeepBreathing,Left_Shoulder,0.078468,0.080048,-0.056855,0.013424,0.015687,0.202027
TOLFB13,DeepBreathing,Right_Elbow,0.193365,0.199957,0.945323,0.021386,0.029367,0.825058
TOLFB13,DeepBreathing,Left_Elbow,0.282293,0.288199,0.918754,0.0217,0.027493,0.833031
TOLFB13,DeepBreathing,Right_Wrist,0.222696,0.243747,0.824121,0.04024,0.05924,0.963553
TOLFB13,DeepBreathing,Left_Wrist,0.177631,0.230227,0.86423,0.042143,0.058664,0.961107
TOLFB13,HorizontalPumping,Right_Shoulder,0.029251,0.03255,0.665447,0.008282,0.009952,-0.310518
TOLFB13,HorizontalPumping,Left_Shoulder,0.061676,0.063687,0.563114,0.008618,0.010289,-0.326171
TOLFB13,HorizontalPumping,Right_Elbow,0.0558,0.066613,0.897865,0.133106,0.151508,0.955381
TOLFB13,HorizontalPumping,Left_Elbow,0.103021,0.118989,0.889822,0.047252,0.061791,0.952652
TOLFB13,HorizontalPumping,Right_Wrist,0.13598,0.16282,0.925664,0.113881,0.154975,0.955901
TOLFB13,HorizontalPumping,Left_Wrist,0.15536,0.185606,0.930573,0.067543,0.090329,0.969901
TOLFB13,OverheadPumping,Right_Shoulder,0.101315,0.103164,0.954272,0.006048,0.008239,0.323616
TOLFB13,OverheadPumping,Left_Shoulder,0.086883,0.089131,0.939528,0.006054,0.008243,0.314955
TOLFB13,OverheadPumping,Right_Elbow,0.616418,0.658275,-0.422696,0.297573,0.315643,0.985013
TOLFB13,OverheadPumping,Left_Elbow,0.384403,0.396132,0.755722,0.106274,0.116429,0.991906
TOLFB13,OverheadPumping,Right_Wrist,1.177855,1.263194,-0.248076,0.481469,0.510127,0.990833
TOLFB13,OverheadPumping,Left_Wrist,0.489694,0.501469,0.862461,0.063468,0.078835,0.995487
TOLFB13,PushdownPumping,Right_Shoulder,0.043777,0.052734,0.810909,0.009962,0.013044,0.080713
TOLFB13,PushdownPumping,Left_Shoulder,0.069685,0.07413,0.887024,0.010154,0.013387,0.07698
TOLFB13,PushdownPumping,Right_Elbow,0.223152,0.30296,0.333913,0.161081,0.199173,0.96038
TOLFB13,PushdownPumping,Left_Elbow,0.24462,0.273051,0.801753,0.076026,0.091019,0.978077
TOLFB13,PushdownPumping,Right_Wrist,0.538532,0.693625,-0.156268,0.176713,0.269444,0.944957
TOLFB13,PushdownPumping,Left_Wrist,0.321234,0.387599,0.51195,0.124946,0.144637,0.976017
TOLFB13,ShoulderRoll,Right_Shoulder,0.09386,0.10597,0.321261,0.009312,0.011146,0.083383
TOLFB13,ShoulderRoll,Left_Shoulder,0.105168,0.115467,0.077387,0.00924,0.010958,0.162393
TOLFB13,ShoulderRoll,Right_Elbow,0.256696,0.301282,0.422498,0.029975,0.040833,0.783154
TOLFB13,ShoulderRoll,Left_Elbow,0.456387,0.472052,0.415985,0.046153,0.059577,0.739277
TOLFB13,ShoulderRoll,Right_Wrist,0.31556,0.382882,0.695906,0.115594,0.151409,0.795962
TOLFB13,ShoulderRoll,Left_Wrist,0.538134,0.565459,0.724791,0.089958,0.124494,0.790679
